,stem,image_path,mask_coral_path,coral_coverage,source,split
103,C1_BC_ESa_T2_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_ESa_T2_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_ESa_T2_29nov24_CDaza_corr.png,0.181,coral_bleaching_reefsupport,train
104,C1_BC_ESa_T3_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_ESa_T3_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_ESa_T3_29nov24_CDaza_corr.png,0.065,coral_bleaching_reefsupport,train
105,C1_BC_ESb_T1_29nov24_CGomez_corr,data\coral_bleaching\images\C1_BC_ESb_T1_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_ESb_T1_29nov24_CGomez_corr.png,0.574,coral_bleaching_reefsupport,train
106,C1_BC_ESb_T2_29nov24_CGomez_corr,data\coral_bleaching\images\C1_BC_ESb_T2_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_ESb_T2_29nov24_CGomez_corr.png,0.335,coral_bleaching_reefsupport,train
107,C1_BC_ESb_T3_29nov24_CGomez_corr,data\coral_bleaching\images\C1_BC_ESb_T3_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_ESb_T3_29nov24_CGomez_corr.png,0.194,coral_bleaching_reefsupport,train
108,C1_BC_PM_T1_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_PM_T1_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PM_T1_29nov24_CDaza_corr.png,0.558,coral_bleaching_reefsupport,train
109,C1_BC_PM_T2_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_PM_T2_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PM_T2_29nov24_CDaza_corr.png,0.799,coral_bleaching_reefsupport,train
110,C1_BC_PM_T3_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_PM_T3_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PM_T3_29nov24_CDaza_corr.png,0.507,coral_bleaching_reefsupport,train
111,C1_BC_PP_T1_29nov24_HBenavides_corr,data\coral_bleaching\images\C1_BC_PP_T1_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PP_T1_29nov24_HBenavides_corr.png,0.437,coral_bleaching_reefsupport,train
112,C1_BC_PP_T2_29nov24_HBenavides_corr,data\coral_bleaching\images\C1_BC_PP_T2_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PP_T2_29nov24_HBenavides_corr.png,0.387,coral_bleaching_reefsupport,train
113,C1_BC_PP_T3_29nov24_HBenavides_corr,data\coral_bleaching\images\C1_BC_PP_T3_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PP_T3_29nov24_HBenavides_corr.png,0.301,coral_bleaching_reefsupport,train
114,C1_BC_PSa_T1_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_PSa_T1_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PSa_T1_29nov24_CDaza_corr.png,0.199,coral_bleaching_reefsupport,train
115,C1_BC_PSa_T2_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_PSa_T2_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PSa_T2_29nov24_CDaza_corr.png,0.2,coral_bleaching_reefsupport,train
116,C1_BC_PSa_T3_29nov24_CDaza_corr,data\coral_bleaching\images\C1_BC_PSa_T3_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PSa_T3_29nov24_CDaza_corr.png,0.075,coral_bleaching_reefsupport,train
117,C1_BC_PSb_T1_29nov24_HBenavides_corr,data\coral_bleaching\images\C1_BC_PSb_T1_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PSb_T1_29nov24_HBenavides_corr.png,0.429,coral_bleaching_reefsupport,train
118,C1_BC_PSb_T2_29nov24_HBenavides_corr,data\coral_bleaching\images\C1_BC_PSb_T2_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PSb_T2_29nov24_HBenavides_corr.png,0.738,coral_bleaching_reefsupport,train
119,C1_BC_PSb_T3_29nov24_HBenavides_corr,data\coral_bleaching\images\C1_BC_PSb_T3_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_BC_PSb_T3_29nov24_HBenavides_corr.png,0.496,coral_bleaching_reefsupport,train
120,C1_Gr_PM_T1_30nov24_CGomez_corr,data\coral_bleaching\images\C1_Gr_PM_T1_30nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PM_T1_30nov24_CGomez_corr.png,0.689,coral_bleaching_reefsupport,train
121,C1_Gr_PM_T2_30nov24_CGomez_corr,data\coral_bleaching\images\C1_Gr_PM_T2_30nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PM_T2_30nov24_CGomez_corr.png,0.358,coral_bleaching_reefsupport,train
122,C1_Gr_PM_T3_30nov24_CGomez_corr,data\coral_bleaching\images\C1_Gr_PM_T3_30nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PM_T3_30nov24_CGomez_corr.png,0.214,coral_bleaching_reefsupport,train
123,C1_Gr_PP_T1_30nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gr_PP_T1_30nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PP_T1_30nov24_HBenavides_corr.png,0.521,coral_bleaching_reefsupport,train
124,C1_Gr_PP_T2_30nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gr_PP_T2_30nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PP_T2_30nov24_HBenavides_corr.png,0.333,coral_bleaching_reefsupport,train
125,C1_Gr_PP_T3_30nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gr_PP_T3_30nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PP_T3_30nov24_HBenavides_corr.png,0.701,coral_bleaching_reefsupport,train
126,C1_Gr_PSa_T1_30nov24_CDaza_corr,data\coral_bleaching\images\C1_Gr_PSa_T1_30nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PSa_T1_30nov24_CDaza_corr.png,0.04,coral_bleaching_reefsupport,train
127,C1_Gr_PSa_T2_30nov24_CDaza_corr,data\coral_bleaching\images\C1_Gr_PSa_T2_30nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PSa_T2_30nov24_CDaza_corr.png,0.13,coral_bleaching_reefsupport,train
128,C1_Gr_PSa_T3_30nov24_CDaza_corr,data\coral_bleaching\images\C1_Gr_PSa_T3_30nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gr_PSa_T3_30nov24_CDaza_corr.png,0.198,coral_bleaching_reefsupport,train
129,C1_Gy_EM_T1_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_EM_T1_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_EM_T1_27nov24_CGomez_corr.png,0.529,coral_bleaching_reefsupport,train
130,C1_Gy_EM_T2_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_EM_T2_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_EM_T2_27nov24_CGomez_corr.png,0.63,coral_bleaching_reefsupport,train
131,C1_Gy_EP_T1_27nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gy_EP_T1_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_EP_T1_27nov24_HBenavides_corr.png,0.353,coral_bleaching_reefsupport,train
132,C1_Gy_EP_T2_27nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gy_EP_T2_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_EP_T2_27nov24_HBenavides_corr.png,0.474,coral_bleaching_reefsupport,train
133,C1_Gy_EP_T3_27nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gy_EP_T3_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_EP_T3_27nov24_HBenavides_corr.png,0.785,coral_bleaching_reefsupport,train
134,C1_Gy_ESa_T1_27nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gy_ESa_T1_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_ESa_T1_27nov24_HBenavides_corr.png,0.537,coral_bleaching_reefsupport,train
135,C1_Gy_ESa_T2_27nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gy_ESa_T2_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_ESa_T2_27nov24_HBenavides_corr.png,0.377,coral_bleaching_reefsupport,train
136,C1_Gy_ESa_T3_27nov24_HBenavides_corr,data\coral_bleaching\images\C1_Gy_ESa_T3_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_ESa_T3_27nov24_HBenavides_corr.png,0.119,coral_bleaching_reefsupport,train
137,C1_Gy_ESb_T1_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_ESb_T1_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_ESb_T1_27nov24_CGomez_corr.png,0.553,coral_bleaching_reefsupport,train
138,C1_Gy_ESb_T2_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_ESb_T2_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_ESb_T2_27nov24_CGomez_corr.png,0.235,coral_bleaching_reefsupport,train
139,C1_Gy_ESb_T3_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_ESb_T3_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_ESb_T3_27nov24_CGomez_corr.png,0.676,coral_bleaching_reefsupport,train
140,C1_Gy_PM_T1_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_PM_T1_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PM_T1_27nov24_CGomez_corr.png,0.64,coral_bleaching_reefsupport,train
141,C1_Gy_PM_T2_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_PM_T2_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PM_T2_27nov24_CGomez_corr.png,0.689,coral_bleaching_reefsupport,train
142,C1_Gy_PM_T3_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_PM_T3_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PM_T3_27nov24_CGomez_corr.png,0.527,coral_bleaching_reefsupport,train
143,C1_Gy_PP_T1_27nov24_CDaza_corr,data\coral_bleaching\images\C1_Gy_PP_T1_27nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PP_T1_27nov24_CDaza_corr.png,0.55,coral_bleaching_reefsupport,train
144,C1_Gy_PP_T2_27nov24_CDaza_corr,data\coral_bleaching\images\C1_Gy_PP_T2_27nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PP_T2_27nov24_CDaza_corr.png,0.356,coral_bleaching_reefsupport,train
145,C1_Gy_PP_T3_27nov24_CDaza_corr,data\coral_bleaching\images\C1_Gy_PP_T3_27nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PP_T3_27nov24_CDaza_corr.png,0.592,coral_bleaching_reefsupport,train
146,C1_Gy_PSa_T1_27nov24_CDaza_corr,data\coral_bleaching\images\C1_Gy_PSa_T1_27nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PSa_T1_27nov24_CDaza_corr.png,0.36,coral_bleaching_reefsupport,train
147,C1_Gy_PSa_T2_27nov24_CDaza_corr,data\coral_bleaching\images\C1_Gy_PSa_T2_27nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PSa_T2_27nov24_CDaza_corr.png,0.2,coral_bleaching_reefsupport,train
148,C1_Gy_PSb_T1_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_PSb_T1_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PSb_T1_27nov24_CGomez_corr.png,0.518,coral_bleaching_reefsupport,train
149,C1_Gy_PSb_T2_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_PSb_T2_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PSb_T2_27nov24_CGomez_corr.png,0.795,coral_bleaching_reefsupport,train
150,C1_Gy_PSb_T3_27nov24_CGomez_corr,data\coral_bleaching\images\C1_Gy_PSb_T3_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C1_Gy_PSb_T3_27nov24_CGomez_corr.png,0.803,coral_bleaching_reefsupport,train
151,C1_PB_PM_T1_19nov24_CGomez_Corr,data\coral_bleaching\images\C1_PB_PM_T1_19nov24_CGomez_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PM_T1_19nov24_CGomez_Corr.png,0.072,coral_bleaching_reefsupport,train
152,C1_PB_PM_T2_19nov24_CGomez_Corr,data\coral_bleaching\images\C1_PB_PM_T2_19nov24_CGomez_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PM_T2_19nov24_CGomez_Corr.png,0.037,coral_bleaching_reefsupport,train
153,C1_PB_PM_T3_19nov24_CGomez_Corr,data\coral_bleaching\images\C1_PB_PM_T3_19nov24_CGomez_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PM_T3_19nov24_CGomez_Corr.png,0.267,coral_bleaching_reefsupport,train
154,C1_PB_PP_T1_19nov24_CGomez_Corr,data\coral_bleaching\images\C1_PB_PP_T1_19nov24_CGomez_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PP_T1_19nov24_CGomez_Corr.png,0.303,coral_bleaching_reefsupport,train
155,C1_PB_PP_T2_19nov24_CGomez_Corr,data\coral_bleaching\images\C1_PB_PP_T2_19nov24_CGomez_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PP_T2_19nov24_CGomez_Corr.png,0.677,coral_bleaching_reefsupport,train
156,C1_PB_PP_T3_19nov24_CGomez_Corr,data\coral_bleaching\images\C1_PB_PP_T3_19nov24_CGomez_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PP_T3_19nov24_CGomez_Corr.png,0.563,coral_bleaching_reefsupport,train
157,C1_PB_PSA_T1_19nov24_HBenavides_Corr,data\coral_bleaching\images\C1_PB_PSA_T1_19nov24_HBenavides_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PSA_T1_19nov24_HBenavides_Corr.png,0.054,coral_bleaching_reefsupport,train
158,C1_PB_PSA_T3_19nov24_HBenavides_Corr,data\coral_bleaching\images\C1_PB_PSA_T3_19nov24_HBenavides_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PSA_T3_19nov24_HBenavides_Corr.png,0.011,coral_bleaching_reefsupport,train
159,C1_PB_PSb_T1_19nov24_HBenavides_Corr,data\coral_bleaching\images\C1_PB_PSb_T1_19nov24_HBenavides_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PSb_T1_19nov24_HBenavides_Corr.png,0.17,coral_bleaching_reefsupport,train
160,C1_PB_PSb_T2_19nov24_HBenavides_Corr,data\coral_bleaching\images\C1_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PSb_T2_19nov24_HBenavides_Corr.png,0.055,coral_bleaching_reefsupport,train
161,C1_PB_PSb_T3_19nov24_HBenavides_Corr,data\coral_bleaching\images\C1_PB_PSb_T3_19nov24_HBenavides_Corr.JPG,data\coral_bleaching\masks_coral\C1_PB_PSb_T3_19nov24_HBenavides_Corr.png,0.305,coral_bleaching_reefsupport,train
162,C20_Gr_PSa_T3_30nov24_CDaza_corr,data\coral_bleaching\images\C20_Gr_PSa_T3_30nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C20_Gr_PSa_T3_30nov24_CDaza_corr.png,0.181,coral_bleaching_reefsupport,train
163,C2_BC_EM_T1_29nov24_CGomez_corr,data\coral_bleaching\images\C2_BC_EM_T1_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_EM_T1_29nov24_CGomez_corr.png,0.827,coral_bleaching_reefsupport,train
164,C2_BC_EM_T2_29nov24_CGomez_corr,data\coral_bleaching\images\C2_BC_EM_T2_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_EM_T2_29nov24_CGomez_corr.png,0.862,coral_bleaching_reefsupport,train
165,C2_BC_EM_T3_29nov24_CGomez_corr,data\coral_bleaching\images\C2_BC_EM_T3_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_EM_T3_29nov24_CGomez_corr.png,0.183,coral_bleaching_reefsupport,train
166,C2_BC_EP_T1_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_EP_T1_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_EP_T1_29nov24_CDaza_corr.png,0.652,coral_bleaching_reefsupport,train
167,C2_BC_EP_T2_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_EP_T2_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_EP_T2_29nov24_CDaza_corr.png,0.572,coral_bleaching_reefsupport,train
168,C2_BC_EP_T3_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_EP_T3_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_EP_T3_29nov24_CDaza_corr.png,0.142,coral_bleaching_reefsupport,train
169,C2_BC_ESa_T1_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_ESa_T1_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_ESa_T1_29nov24_CDaza_corr.png,0.252,coral_bleaching_reefsupport,train
170,C2_BC_ESa_T2_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_ESa_T2_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_ESa_T2_29nov24_CDaza_corr.png,0.141,coral_bleaching_reefsupport,train
171,C2_BC_ESa_T3_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_ESa_T3_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_ESa_T3_29nov24_CDaza_corr.png,0.066,coral_bleaching_reefsupport,train
172,C2_BC_ESb_T1_29nov24_CGomez_corr,data\coral_bleaching\images\C2_BC_ESb_T1_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_ESb_T1_29nov24_CGomez_corr.png,0.636,coral_bleaching_reefsupport,train
173,C2_BC_ESb_T2_29nov24_CGomez_corr,data\coral_bleaching\images\C2_BC_ESb_T2_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_ESb_T2_29nov24_CGomez_corr.png,0.454,coral_bleaching_reefsupport,train
174,C2_BC_ESb_T3_29nov24_CGomez_corr,data\coral_bleaching\images\C2_BC_ESb_T3_29nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_ESb_T3_29nov24_CGomez_corr.png,0.109,coral_bleaching_reefsupport,train
175,C2_BC_PM_T1_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_PM_T1_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PM_T1_29nov24_CDaza_corr.png,0.558,coral_bleaching_reefsupport,train
176,C2_BC_PM_T2_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_PM_T2_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PM_T2_29nov24_CDaza_corr.png,0.547,coral_bleaching_reefsupport,train
177,C2_BC_PM_T3_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_PM_T3_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PM_T3_29nov24_CDaza_corr.png,0.471,coral_bleaching_reefsupport,train
178,C2_BC_PP_T1_29nov24_HBenavides_corr,data\coral_bleaching\images\C2_BC_PP_T1_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PP_T1_29nov24_HBenavides_corr.png,0.486,coral_bleaching_reefsupport,train
179,C2_BC_PP_T2_29nov24_HBenavides_corr,data\coral_bleaching\images\C2_BC_PP_T2_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PP_T2_29nov24_HBenavides_corr.png,0.253,coral_bleaching_reefsupport,train
180,C2_BC_PP_T3_29nov24_HBenavides_corr,data\coral_bleaching\images\C2_BC_PP_T3_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PP_T3_29nov24_HBenavides_corr.png,0.237,coral_bleaching_reefsupport,train
181,C2_BC_PSa_T1_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_PSa_T1_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PSa_T1_29nov24_CDaza_corr.png,0.497,coral_bleaching_reefsupport,train
182,C2_BC_PSa_T2_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_PSa_T2_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PSa_T2_29nov24_CDaza_corr.png,0.467,coral_bleaching_reefsupport,train
183,C2_BC_PSa_T3_29nov24_CDaza_corr,data\coral_bleaching\images\C2_BC_PSa_T3_29nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PSa_T3_29nov24_CDaza_corr.png,0.053,coral_bleaching_reefsupport,train
184,C2_BC_PSb_T1_29nov24_HBenavides_corr,data\coral_bleaching\images\C2_BC_PSb_T1_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PSb_T1_29nov24_HBenavides_corr.png,0.015,coral_bleaching_reefsupport,train
185,C2_BC_PSb_T2_29nov24_HBenavides_corr,data\coral_bleaching\images\C2_BC_PSb_T2_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PSb_T2_29nov24_HBenavides_corr.png,0.786,coral_bleaching_reefsupport,train
186,C2_BC_PSb_T3_29nov24_HBenavides_corr,data\coral_bleaching\images\C2_BC_PSb_T3_29nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_BC_PSb_T3_29nov24_HBenavides_corr.png,0.576,coral_bleaching_reefsupport,train
187,C2_Gr_PM_T1_30nov24_CGomez_corr,data\coral_bleaching\images\C2_Gr_PM_T1_30nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PM_T1_30nov24_CGomez_corr.png,0.671,coral_bleaching_reefsupport,train
188,C2_Gr_PM_T2_30nov24_CGomez_corr,data\coral_bleaching\images\C2_Gr_PM_T2_30nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PM_T2_30nov24_CGomez_corr.png,0.712,coral_bleaching_reefsupport,train
189,C2_Gr_PM_T3_30nov24_CGomez_corr,data\coral_bleaching\images\C2_Gr_PM_T3_30nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PM_T3_30nov24_CGomez_corr.png,0.157,coral_bleaching_reefsupport,train
190,C2_Gr_PP_T1_30nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gr_PP_T1_30nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PP_T1_30nov24_HBenavides_corr.png,0.447,coral_bleaching_reefsupport,train
191,C2_Gr_PP_T2_30nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gr_PP_T2_30nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PP_T2_30nov24_HBenavides_corr.png,0.278,coral_bleaching_reefsupport,train
192,C2_Gr_PP_T3_30nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gr_PP_T3_30nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PP_T3_30nov24_HBenavides_corr.png,0.54,coral_bleaching_reefsupport,train
193,C2_Gr_PSa_T1_30nov24_CDaza_corr,data\coral_bleaching\images\C2_Gr_PSa_T1_30nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PSa_T1_30nov24_CDaza_corr.png,0.075,coral_bleaching_reefsupport,train
194,C2_Gr_PSa_T2_30nov24_CDaza_corr,data\coral_bleaching\images\C2_Gr_PSa_T2_30nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PSa_T2_30nov24_CDaza_corr.png,0.309,coral_bleaching_reefsupport,train
195,C2_Gr_PSa_T3_30nov24_CDaza_corr,data\coral_bleaching\images\C2_Gr_PSa_T3_30nov24_CDaza_corr.jpg,data\coral_bleaching\masks_coral\C2_Gr_PSa_T3_30nov24_CDaza_corr.png,0.014,coral_bleaching_reefsupport,train
196,C2_Gy_EM_T1_27nov24_CGomez_corr,data\coral_bleaching\images\C2_Gy_EM_T1_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_EM_T1_27nov24_CGomez_corr.png,0.605,coral_bleaching_reefsupport,train
197,C2_Gy_EM_T2_27nov24_CGomez_corr,data\coral_bleaching\images\C2_Gy_EM_T2_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_EM_T2_27nov24_CGomez_corr.png,0.36,coral_bleaching_reefsupport,train
198,C2_Gy_EP_T1_27nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gy_EP_T1_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_EP_T1_27nov24_HBenavides_corr.png,0.486,coral_bleaching_reefsupport,train
199,C2_Gy_EP_T2_27nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gy_EP_T2_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_EP_T2_27nov24_HBenavides_corr.png,0.763,coral_bleaching_reefsupport,train
200,C2_Gy_EP_T3_27nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gy_EP_T3_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_EP_T3_27nov24_HBenavides_corr.png,0.548,coral_bleaching_reefsupport,train
201,C2_Gy_ESa_T1_27nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gy_ESa_T1_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_ESa_T1_27nov24_HBenavides_corr.png,0.054,coral_bleaching_reefsupport,train
202,C2_Gy_ESa_T2_27nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gy_ESa_T2_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_ESa_T2_27nov24_HBenavides_corr.png,0.205,coral_bleaching_reefsupport,train
203,C2_Gy_ESa_T3_27nov24_HBenavides_corr,data\coral_bleaching\images\C2_Gy_ESa_T3_27nov24_HBenavides_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_ESa_T3_27nov24_HBenavides_corr.png,0.643,coral_bleaching_reefsupport,train
204,C2_Gy_ESb_T1_27nov24_CGomez_corr,data\coral_bleaching\images\C2_Gy_ESb_T1_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_ESb_T1_27nov24_CGomez_corr.png,0.384,coral_bleaching_reefsupport,train
205,C2_Gy_ESb_T2_27nov24_CGomez_corr,data\coral_bleaching\images\C2_Gy_ESb_T2_27nov24_CGomez_corr.jpg,data\coral_bleaching\masks_coral\C2_Gy_ESb_T2_27nov24_CGomez_corr.png,0.492,coral_bleaching_reefsupport,train
